V, 3589, 712, 576
V, 2766, 576, 248
V, 2935, 600, 496
V, 109, 16, 400
V, 3241, 656, 368
V, 5116, 984, 280
V, 3615, 720, 416
V, 2977, 608, 464
V, 150, 24, 368
V, 15, 0, 304
V, 1005, 168, 576
V, 1727, 296, 544
V, 3015, 616, 400
V, 5385, 1024, 592
V, 861, 144, 528
V, 453, 72, 576
V, 4497, 872, 480
V, 3707, 736, 416
V, 3065, 624, 432
V, 741, 128, 304
V, 666, 112, 440
V, 3757, 744, 448
V, 2772, 576, 296
V, 3111, 632, 432
V, 3433, 688, 432
V, 932, 160, 360
V, 3807, 752, 480
V, 2748, 568, 472
V, 3026, 616, 488
V, 3892, 768, 424
V, 3479, 696, 432
V, 2043, 400, 328
V, 4159, 816, 352
V, 3529, 704, 464
V, 2616, 544, 520
V, 52, 8, 456
V, 2836, 584, 440
V, 3853, 760, 480
V, 3152, 640, 392
V, 4854, 936, 392
V, 106, 16, 376
V, 4251, 832, 352
V, 3204, 648, 440
V, 4990, 960, 376
V, 3951, 776, 528
V, 2916, 600, 344
V, 571, 96, 416
V, 4293, 840, 320
V, 3252, 656, 456
V, 3626, 720, 504
V, 4585, 888, 448
V, 2952, 608, 264
V, 617, 104, 416
V, 3300, 664, 472
V, 3670, 728, 488
V, 2603, 544, 416
V, 3012, 616, 376
V, 4393, 856, 384
V, 1072, 184, 376
V, 815, 136, 528
V, 3714, 736, 472
V, 3052, 624, 328
V, 4443, 864, 416
V, 819, 136, 560
V, 3754, 744, 424
V, 3100, 632, 344
V, 4098, 800, 600
V, 4493, 872, 448
V, 3436, 688, 456
V, 59, 0, 480
V, 3802, 752, 440
V, 4539, 880, 448
V, 4825, 928, 528
V, 4122, 808, 424
V, 4543, 880, 480
V, 3484, 696, 472
V, 500, 80, 584
V, 3846, 760, 424
V, 4170, 816, 440
V, 3348, 672, 488
V, 3520, 704, 392
V, 528, 88, 440
V, 962, 160, 600
V, 4214, 824, 424
V, 3163, 640, 480
V, 3572, 712, 440
V, 3888, 768, 392
V, 995, 168, 496
V, 5342, 1024, 248
V, 4266, 832, 472
V, 3205, 648, 448
V, 3940, 776, 440
V, 1729, 304, 240
V, 4314, 840, 488
V, 3247, 656, 416
V, 3684, 728, 600
V, 4618, 896, 344
V, 3637, 720, 592
V, 3988, 784, 456
V, 265, 40, 544
V, 3289, 664, 384
V, 4666, 904, 360
V, 4447, 864, 448
V, 2592, 544, 344
V, 1456, 248, 504
V, 3339, 672, 416
V, 4714, 912, 376
V, 5129, 984, 384
V, 2438, 512, 528
V, 4165, 816, 400
V, 4450, 864, 472
V, 21, 0, 328
V, 4401, 856, 448
V, 4758, 920, 360
V, 5179, 992, 416
V, 3089, 632, 256
V, 4490, 872, 424
V, 1760, 304, 488
V, 481, 80, 432
V, 4802, 928, 344
V, 3821, 752, 592
V, 4131, 808, 496
V, 4538, 880, 440
V, 3457, 696, 256
V, 507, 88, 272
V, 4633, 896, 464
V, 4173, 816, 464
V, 684, 112, 584
V, 3515, 704, 352
V, 4906, 944, 440
V, 561, 96, 336
V, 287, 48, 352
V, 2262, 472, 592
V, 3557, 712, 320
V, 4950, 952, 424
V, 310, 48, 536
V, 321, 56, 256
V, 4835, 936, 240
V, 731, 120, 592
V, 4989, 960, 368
V, 3941, 776, 448
V, 2544, 536, 328
V, 2364, 496, 584
V, 379, 64, 352
V, 4629, 896, 432
V, 5050, 968, 488
V, 3983, 784, 416
V, 1828, 320, 440
V, 4341, 848, 336
V, 4675, 904, 432
V, 5098, 976, 504
V, 4025, 792, 384
V, 2879, 592, 416
V, 755, 128, 416
V, 4725, 912, 464
V, 5142, 984, 488
V, 3800, 752, 424
V, 4437, 864, 368
V, 78, 8, 560
V, 3992, 784, 488
V, 5186, 992, 472
V, 4947, 952, 400
V, 4483, 872, 368
V, 518, 88, 360
V, 4821, 928, 496
V, 5226, 1000, 424
V, 3361, 672, 592
V, 1251, 216, 336
V, 4144, 808, 600
V, 4525, 880, 336
V, 2473, 520, 480
V, 5274, 1008, 440
V, 3943, 776, 464
V, 1301, 224, 368
V, 4201, 824, 320
V, 1362, 232, 488
V, 5318, 1016, 424
V, 1347, 232, 368
V, 298, 48, 440
V, 5195, 992, 544
V, 4441, 864, 400
V, 4955, 952, 464
V, 1398, 240, 408
V, 4671, 904, 400
V, 3958, 776, 584
V, 2396, 504, 520
V, 3209, 648, 480
V, 41, 0, 408
V, 4328, 840, 600
V, 4636, 896, 488
V, 5043, 968, 432
V, 3978, 784, 376
V, 437, 72, 448
V, 442, 72, 488
V, 3695, 736, 320
V, 4680, 904, 472
V, 4022, 792, 360
V, 2052, 400, 400
V, 3317, 672, 240
V, 794, 136, 360
V, 4066, 800, 344
V, 4946, 952, 392
V, 1249, 216, 320
V, 4768, 920, 440
V, 3424, 688, 360
V, 578, 96, 472
V, 1714, 296, 440
V, 4812, 928, 424
V, 213, 32, 496
V, 5158, 992, 248
V, 1373, 232, 576
V, 4848, 936, 344
V, 4040, 792, 504
V, 1308, 224, 424
V, 912, 152, 568
V, 4474, 872, 296
V, 1360, 232, 472
V, 4944, 952, 376
V, 2624, 544, 584
V, 5121, 984, 320
V, 4988, 960, 360
V, 2521, 528, 512
V, 887, 152, 368
V, 4039, 792, 496
V, 4647, 896, 576
V, 5032, 968, 344
V, 1208, 208, 360
V, 5290, 1008, 568
V, 2623, 544, 576
V, 5160, 992, 264
V, 2419, 512, 336
V, 4731, 912, 512
V, 4053, 800, 240
V, 1972, 368, 248
V, 2512, 528, 440
V, 4729, 912, 496
V, 285, 48, 336
V, 4831, 928, 576
V, 1269, 216, 480
V, 2214, 464, 336
V, 611, 104, 368
V, 5006, 960, 504
V, 89, 0, 600
V, 4829, 928, 560
V, 1311, 224, 448
V, 2966, 608, 376
V, 653, 112, 336
V, 508, 88, 280
V, 5296, 1016, 248
V, 2279, 480, 368
V, 5021, 968, 256
V, 699, 120, 336
V, 1037, 176, 464
V, 2313, 488, 368
V, 3944, 776, 472
V, 4818, 928, 472
V, 1640, 280, 520
V, 4373, 848, 592
V, 4778, 920, 520
V, 4327, 840, 592
V, 1279, 216, 560
V, 1171, 200, 432
V, 4803, 928, 352
V, 246, 40, 392
V, 4418, 856, 584
V, 5177, 992, 400
V, 1237, 208, 592
V, 4310, 840, 456
V, 91, 16, 256
V, 2524, 528, 536
V, 848, 144, 424
V, 148, 24, 352
V, 4502, 872, 520
V, 2668, 552, 568
V, 4845, 936, 320
V, 2032, 392, 352
V, 1282, 216, 584
V, 1553, 264, 544
V, 940, 160, 424
V, 4602, 888, 584
V, 1684, 288, 528
V, 2060, 408, 352
V, 688, 120, 248
V, 5046, 968, 456
V, 1024, 176, 360
V, 61, 0, 488
V, 1036, 176, 456
V, 5325, 1016, 480
V, 2352, 496, 488
V, 5056, 968, 536
V, 2573, 536, 560
V, 1160, 200, 344
V, 309, 48, 528
V, 4634, 896, 472
V, 2188, 456, 368
V, 4143, 808, 592
V, 4868, 936, 504
V, 4907, 944, 448
V, 722, 120, 520
V, 4880, 936, 600
V, 4611, 896, 288
V, 2218, 464, 368
V, 4566, 888, 296
V, 5320, 1016, 440
V, 1673, 288, 440
V, 2856, 584, 600
V, 2801, 576, 528
V, 4672, 904, 408
V, 647, 112, 288
V, 4360, 848, 488
V, 2831, 584, 400
V, 4124, 808, 440
V, 3495, 696, 560
V, 1980, 368, 344
V, 1268, 216, 472
V, 2025, 384, 408
V, 705, 120, 384
V, 1044, 176, 520
V, 2630, 552, 264
V, 3329, 672, 336
V, 3599, 720, 288
V, 1238, 208, 600
V, 1563, 272, 256
V, 1658, 288, 320
V, 3568, 712, 408
V, 162, 24, 464
V, 918, 160, 248
V, 3175, 640, 576
V, 4184, 816, 552
V, 953, 160, 528
V, 4902, 944, 408
V, 289, 48, 368
V, 1089, 184, 512
V, 2079, 416, 400
V, 3259, 656, 512
V, 4387, 856, 336
V, 718, 120, 488
V, 83, 0, 576
V, 2580, 544, 248
V, 1584, 272, 424
V, 3359, 672, 576
V, 3308, 664, 536
V, 5123, 984, 336
V, 5100, 976, 520
V, 123, 16, 512
V, 1610, 280, 280
V, 5352, 1024, 328
V, 2150, 448, 272
V, 870, 144, 600
V, 3777, 752, 240
V, 4287, 840, 272
V, 171, 24, 536
V, 1948, 352, 448
V, 3823, 760, 240
V, 2108, 432, 360
V, 5145, 984, 512
V, 1076, 184, 408
V, 3639, 728, 240
V, 2890, 592, 504
V, 5009, 960, 528
V, 1124, 192, 424
V, 2946, 600, 584
V, 4736, 912, 552
V, 3596, 720, 264
V, 3116, 632, 472
V, 1156, 200, 312
V, 2367, 496, 240
V, 3644, 728, 280
V, 4702, 912, 280
V, 3030, 616, 520
V, 1891, 336, 424
V, 4690, 904, 552
V, 2639, 552, 336
V, 3925, 776, 320
V, 99, 16, 320
V, 4009, 792, 256
V, 4219, 824, 464
V, 2689, 560, 368
V, 3130, 632, 584
V, 3079, 624, 544
V, 2086, 424, 336
V, 3397, 680, 512
V, 3728, 736, 584
V, 2735, 568, 368
V, 4513, 880, 240
V, 628, 104, 504
V, 2769, 576, 272
V, 4559, 888, 240
V, 1063, 184, 304
V, 2823, 584, 336
V, 5287, 1008, 544
V, 3713, 736, 464
V, 3137, 640, 272
V, 261, 40, 512
V, 1526, 264, 328
V, 2881, 592, 432
V, 1364, 232, 504
V, 1562, 272, 248
V, 2927, 600, 432
V, 4284, 840, 248
V, 3048, 624, 296
V, 5015, 960, 576
V, 3607, 720, 352
V, 218, 32, 536
V, 158, 24, 432
V, 2362, 496, 568
V, 3649, 728, 320
V, 4498, 872, 488
V, 3023, 616, 464
V, 96, 16, 296
V, 4980, 960, 296
V, 3699, 736, 352
V, 3073, 624, 496
V, 583, 96, 512
V, 3119, 632, 496
V, 372, 64, 296
V, 607, 104, 336
V, 5105, 976, 560
V, 3783, 752, 288
V, 2740, 568, 408
V, 2099, 424, 272
V, 1066, 184, 328
V, 3833, 760, 320
V, 2792, 576, 456
V, 4151, 816, 288
V, 3537, 704, 528
V, 2229, 464, 584
V, 2844, 584, 504
V, 3144, 640, 328
V, 1864, 328, 456
V, 2860, 592, 264
V, 3503, 704, 256
V, 3196, 648, 376
V, 3586, 712, 552
V, 1885, 336, 376
V, 2908, 600, 280
V, 3906, 768, 536
V, 401, 64, 528
V, 3228, 656, 264
V, 3618, 720, 440
V, 2559, 536, 448
V, 530, 88, 456
V, 3276, 664, 280
V, 4916, 944, 520
V, 3651, 728, 336
V, 3662, 728, 424
V, 969, 168, 288
V, 5384, 1024, 584
V, 3328, 672, 328
V, 190, 32, 312
V, 770, 128, 536
V, 3060, 624, 392
V, 600, 104, 280
V, 3388, 680, 440
V, 3762, 744, 488
V, 3108, 632, 408
V, 4546, 880, 504
V, 2551, 536, 384
V, 3428, 688, 392
V, 3810, 752, 504
V, 2745, 568, 448
V, 4828, 928, 552
V, 4114, 808, 360
V, 2953, 608, 272
V, 1833, 320, 480
V, 1184, 200, 536
V, 2787, 576, 416
V, 4162, 816, 376
V, 5026, 968, 296
V, 3528, 704, 456
V, 425, 72, 352
V, 4206, 824, 360
V, 3155, 640, 416
V, 3580, 712, 504
V, 2275, 480, 336
V, 2871, 592, 352
V, 4242, 832, 280
V, 3197, 648, 384
V, 2318, 488, 496
V, 2913, 600, 320
V, 5278, 1008, 472
V, 4290, 840, 296
V, 3255, 656, 480
V, 3676, 728, 536
V, 4610, 896, 280
V, 3629, 720, 528
V, 1694, 296, 280
V, 2963, 608, 352
V, 4354, 848, 440
V, 3297, 664, 448
V, 4029, 792, 416
V, 5079, 976, 352
V, 4044, 792, 536
V, 316, 48, 584
V, 3997, 784, 528
V, 4398, 856, 424
V, 3347, 672, 480
V, 3227, 656, 256
V, 3047, 624, 288
V, 1794, 312, 456
V, 4442, 864, 408
V, 3365, 680, 256
V, 3725, 736, 560
V, 5109, 976, 592
V, 3097, 632, 320
V, 4093, 800, 560
V, 787, 136, 304
V, 3415, 688, 288
V, 3291, 664, 400
V, 3797, 752, 400
V, 3585, 712, 544
V, 4123, 808, 432
V, 4486, 872, 392
V, 2246, 472, 360
V, 3523, 704, 416
V, 3781, 752, 272
V, 4590, 888, 488
V, 468, 80, 328
V, 1263, 216, 432
V, 1505, 256, 528
V, 279, 48, 288
V, 2254, 472, 528
V, 3565, 712, 384
V, 2595, 544, 368
V, 4644, 896, 552
V, 3891, 768, 416
V, 4269, 832, 496
V, 2471, 520, 464
V, 2493, 528, 272
V, 4315, 840, 496
V, 3250, 656, 440
V, 3681, 728, 576
V, 4621, 896, 368
V, 1463, 248, 560
V, 4333, 848, 272
V, 2782, 576, 376
V, 4667, 904, 368
V, 5090, 976, 440
V, 4033, 792, 448
V, 742, 128, 312
V, 4379, 856, 272
V, 3338, 672, 408
V, 3765, 744, 512
V, 4701, 912, 272
V, 5134, 984, 424
V, 3042, 624, 248
V, 1148, 200, 248
V, 4429, 864, 304
V, 3378, 680, 360
V, 4747, 920, 272
V, 4433, 864, 336
V, 435, 72, 432
V, 3426, 688, 376
V, 3865, 760, 576
V, 4797, 928, 304
V, 3816, 752, 552
V, 4183, 816, 544
V, 4136, 808, 536
V, 2709, 560, 528
V, 3470, 696, 360
V, 4077, 800, 432
V, 5282, 1008, 504
V, 2765, 576, 240
V, 1543, 264, 464
V, 4579, 888, 400
V, 2412, 512, 280
V, 632, 104, 536
V, 4901, 944, 400
V, 2811, 584, 240
V, 4232, 824, 568
V, 3554, 712, 296
V, 1720, 296, 488
V, 1942, 352, 400
V, 3874, 768, 280
V, 4260, 832, 424
V, 334, 56, 360
V, 2598, 544, 392
V, 278, 48, 280
V, 3922, 776, 296
V, 1048, 176, 552
V, 2359, 496, 544
V, 370, 64, 280
V, 4628, 896, 424
V, 5051, 968, 496
V, 342, 56, 424
V, 418, 72, 296
V, 3594, 720, 248
V, 1295, 224, 320
V, 2618, 544, 536
V, 4392, 856, 376
V, 2402, 504, 568
V, 1803, 320, 240
V, 4728, 912, 488
V, 4074, 800, 408
V, 886, 152, 360
V, 4436, 864, 360
V, 1837, 328, 240
V, 4776, 920, 504
V, 3353, 672, 528
V, 1214, 208, 408
V, 3069, 624, 464
V, 4820, 928, 488
V, 5227, 1000, 432
V, 4573, 888, 352
V, 1256, 216, 376
V, 1270, 216, 488
V, 4840, 936, 280
V, 3962, 784, 248
V, 5266, 1008, 376
V, 674, 112, 504
V, 237, 40, 320
V, 4473, 872, 288
V, 2436, 512, 512
V, 4274, 832, 536
V, 5133, 984, 416
V, 293, 48, 400
V, 3547, 712, 240
V, 1219, 208, 448
V, 4652, 904, 248
V, 3885, 768, 368
V, 1384, 240, 296
V, 339, 56, 400
V, 764, 128, 488
V, 3931, 776, 368
V, 1432, 248, 312
V, 397, 64, 496
V, 3538, 704, 536
V, 5120, 984, 312
V, 4639, 896, 512
V, 950, 160, 504
V, 3965, 784, 272
V, 45, 0, 424
V, 443, 72, 496
V, 3272, 664, 248
V, 1776, 312, 312
V, 749, 128, 368
V, 3327, 672, 320
V, 3804, 752, 456
V, 3090, 632, 264
V, 795, 136, 368
V, 4061, 800, 304
V, 1325, 224, 560
V, 120, 16, 488
V, 4765, 920, 416
V, 3136, 640, 264
V, 1281, 216, 576
V, 557, 96, 304
V, 4735, 912, 544
V, 4807, 928, 384
V, 2206, 464, 272
V, 252, 40, 440
V, 925, 160, 304
V, 1303, 224, 384
V, 566, 96, 376
V, 5053, 968, 512
V, 4891, 944, 320
V, 4616, 896, 328
V, 4716, 912, 392
V, 175, 24, 568
V, 4696, 904, 600
V, 1029, 176, 400
V, 4954, 952, 456
V, 1703, 296, 352
V, 729, 120, 576
V, 4975, 960, 256
V, 4365, 848, 528
V, 4713, 912, 368
V, 1739, 304, 320
V, 2726, 568, 296
V, 3930, 776, 360
V, 3, 0, 256
V, 432, 72, 408
V, 1781, 312, 352
V, 2622, 544, 568
V, 4461, 864, 560
V, 10, 8, 288
V, 4410, 856, 520
V, 4779, 920, 528
V, 1805, 320, 256
V, 4521, 880, 304
V, 1229, 208, 528
V, 2446, 512, 592
V, 4501, 872, 512
V, 3933, 776, 384
V, 1843, 328, 288
V, 5166, 992, 312
V, 156, 24, 416
V, 564, 96, 360
V, 1558, 264, 584
V, 1894, 336, 448
V, 4830, 928, 568
V, 3704, 736, 392
